STN,YYYYMMDD,HH,DD,FH,FF,FX,T,SQ,Q,DR,RH,P,N
210,20130317,6,140,40,30,60,47,0,0,0,0,9976,8
210,20130317,7,140,40,40,60,47,0,4,0,0,9978,8
210,20130317,8,140,40,40,70,49,0,34,0,0,9975,8
210,20130317,9,150,50,50,80,55,0,59,0,0,9972,8
210,20130317,10,160,50,50,80,58,0,49,0,0,9969,8
210,20130317,11,160,50,50,80,70,1,85,0,0,9964,8
210,20130317,12,150,60,50,90,79,4,132,0,0,9959,8
210,20130317,13,150,50,40,90,88,1,96,0,0,9950,8
210,20130317,14,150,50,50,80,86,0,44,0,0,9944,8
210,20130317,15,130,50,50,80,82,0,45,0,0,9938,8
210,20130317,16,110,50,50,90,87,7,69,0,0,9930,8
210,20130317,17,110,60,60,90,77,2,35,0,0,9929,7
210,20130317,18,110,50,60,90,76,0,1,0,0,9925,8
210,20130317,19,120,60,60,90,73,0,0,0,-1,9922,8
210,20130317,20,120,70,70,120,60,0,0,0,0,9919,7
210,20130317,21,110,60,60,120,52,0,0,3,5,9914,8
210,20130317,22,110,60,60,90,51,0,0,0,-1,9911,8
210,20130317,23,120,60,40,90,49,0,0,3,1,9907,8
210,20130317,24,140,50,40,80,49,0,0,9,3,9905,8
210,20130318,1,140,30,30,60,49,0,0,8,3,9903,8
210,20130318,2,180,40,30,90,46,0,0,9,7,9900,8
210,20130318,3,200,40,50,70,45,0,0,0,-1,9899,8
210,20130318,4,190,50,40,90,36,0,0,0,-1,9900,8
210,20130318,5,210,40,30,70,39,0,0,6,2,9901,8
210,20130318,6,220,50,60,90,43,0,0,8,4,9907,8
210,20130318,7,220,70,60,110,40,0,3,7,2,9912,8
210,20130318,8,220,70,80,120,43,1,27,4,2,9918,7
210,20130318,9,210,60,60,100,55,9,81,0,0,9922,6
210,20130318,10,210,50,50,90,63,10,150,0,0,9922,2
210,20130318,11,210,40,50,70,78,10,188,0,0,9921,1
210,20130318,12,210,50,40,80,78,3,137,0,0,9924,8
210,20130318,13,190,50,50,70,66,0,60,4,1,9925,8
210,20130318,14,180,30,30,80,71,1,94,5,1,9923,7
210,20130318,15,210,30,30,60,77,2,75,0,-1,9924,7
210,20130318,16,300,30,30,50,61,0,36,0,-1,9926,7
210,20130318,17,20,20,20,40,57,2,18,0,0,9929,7
210,20130318,18,10,20,20,30,51,0,4,0,0,9932,7
210,20130318,19,50,30,30,50,44,0,0,0,0,9932,3
210,20130318,20,50,30,30,50,49,0,0,0,0,9933,6
210,20130318,21,70,30,40,50,51,0,0,0,0,9933,7
210,20130318,22,10,20,20,50,24,0,0,0,0,9935,5
210,20130318,23,40,20,20,30,27,0,0,0,0,9936,5
210,20130318,24,990,10,10,20,20,0,0,0,0,9937,7
210,20130319,1,70,10,10,30,11,0,0,0,0,9939,0
210,20130319,2,10,10,20,20,-3,0,0,0,0,9941,0
210,20130319,3,40,20,20,30,8,0,0,0,0,9943,0
210,20130319,4,120,10,10,20,3,0,0,0,0,9948,8
210,20130319,5,120,20,20,40,14,0,0,0,0,9952,0
210,20130319,6,110,20,20,30,14,0,0,0,0,9957,0
210,20130319,7,80,20,20,40,15,2,16,0,0,9962,5
210,20130319,8,70,30,30,40,17,0,39,0,0,9967,7
210,20130319,9,80,40,40,60,28,0,65,0,0,9972,8
210,20130319,10,80,30,30,50,40,0,54,0,0,9977,8
210,20130319,11,70,40,40,60,46,2,94,0,0,9981,8
210,20130319,12,100,40,40,70,63,2,108,0,0,9983,7
210,20130319,13,90,40,40,60,62,0,65,0,0,9984,8
210,20130319,14,90,40,40,70,58,0,22,0,0,9986,8
210,20130319,15,110,40,30,60,57,0,19,0,-1,9987,8
210,20130319,16,80,30,30,40,61,0,22,0,-1,9988,8
210,20130319,17,70,50,40,80,52,0,14,0,0,9992,8
210,20130319,18,70,40,40,70,49,0,1,0,0,9997,7
210,20130319,19,70,50,50,90,40,0,0,0,-1,10002,8
210,20130319,20,80,50,50,90,37,0,0,0,-1,10007,8
210,20130319,21,80,50,50,80,25,0,0,9,5,10011,8
210,20130319,22,80,50,50,80,23,0,0,10,5,10014,8
210,20130319,23,80,40,40,60,23,0,0,10,2,10016,8
210,20130319,24,80,50,50,80,24,0,0,0,-1,10014,8
210,20130320,1,70,50,50,70,18,0,0,0,0,10014,8
210,20130320,2,70,50,40,70,15,0,0,0,0,10014,5
210,20130320,3,80,40,40,60,12,0,0,0,0,10014,7
210,20130320,4,80,40,40,70,10,0,0,0,0,10014,5
210,20130320,5,70,50,50,80,11,0,0,0,0,10018,8
210,20130320,6,60,50,70,100,10,0,0,0,0,10020,8
210,20130320,7,60,60,70,100,12,0,10,0,0,10022,8
210,20130320,8,60,60,50,100,15,0,40,0,0,10026,8
210,20130320,9,60,70,70,110,14,0,49,0,0,10030,8
210,20130320,10,70,80,80,120,11,0,64,0,0,10035,8
210,20130320,11,60,70,60,110,19,0,95,0,0,10044,8
210,20130320,12,50,70,80,100,23,2,134,0,0,10050,8
210,20130320,13,30,60,70,100,28,5,150,0,0,10057,7
210,20130320,14,30,60,60,90,24,5,140,0,0,10067,4
210,20130320,15,30,50,50,90,22,2,89,0,0,10075,8
210,20130320,16,30,40,40,70,20,0,47,0,0,10084,8
210,20130320,17,30,40,40,60,17,2,25,0,0,10094,8
210,20130320,18,10,50,50,70,10,0,3,0,-1,10109,8
210,20130320,19,30,50,40,70,7,0,0,0,0,10123,8
210,20130320,20,20,40,40,70,7,0,0,0,0,10131,8
210,20130320,21,40,40,30,70,5,0,0,0,0,10138,8
210,20130320,22,30,30,30,50,6,0,0,0,0,10145,8
210,20130320,23,990,20,10,50,5,0,0,0,0,10155,8
210,20130320,24,310,10,10,20,5,0,0,0,0,10160,8
210,20130321,1,20,20,10,20,2,0,0,0,0,10158,6
210,20130321,2,990,10,10,20,-2,0,0,0,0,10162,8
210,20130321,3,240,20,20,20,-14,0,0,0,0,10166,1
210,20130321,4,170,10,10,20,-16,0,0,0,0,10172,7
210,20130321,5,130,10,10,10,-5,0,0,0,0,10172,8
210,20130321,6,0,10,0,20,-3,0,1,0,0,10176,8
210,20130321,7,180,10,10,10,2,5,16,0,0,10179,8
210,20130321,8,0,0,0,10,18,3,52,0,0,10184,2
210,20130321,9,990,10,10,20,32,10,152,0,0,10188,7
210,20130321,10,260,20,10,30,29,0,57,0,0,10191,7
210,20130321,11,330,30,30,50,28,4,127,0,0,10193,7
210,20130321,12,330,20,30,50,37,7,183,0,0,10195,8
210,20130321,13,320,30,30,50,36,3,129,0,0,10196,4
210,20130321,14,340,30,30,60,48,5,149,0,0,10195,1
210,20130321,15,320,30,30,60,49,10,184,0,0,10194,7
210,20130321,16,50,30,20,60,39,5,96,0,0,10191,8
210,20130321,17,60,30,30,50,35,3,28,0,0,10194,7
210,20130321,18,70,30,20,50,25,3,8,0,0,10196,1
210,20130321,19,70,30,40,60,17,0,0,0,0,10198,0
210,20130321,20,70,30,30,50,11,0,0,0,0,10202,0
210,20130321,21,70,40,40,60,7,0,0,0,0,10203,3
210,20130321,22,80,40,30,60,3,0,0,0,0,10205,0
210,20130321,23,80,40,50,80,-1,0,0,0,0,10204,0
210,20130321,24,70,40,40,60,-8,0,0,0,0,10204,0
210,20130322,1,70,40,30,60,-11,0,0,0,0,10202,0
210,20130322,2,70,50,50,80,-13,0,0,0,0,10194,0
210,20130322,3,70,40,40,80,-16,0,0,0,0,10193,0
210,20130322,4,80,40,40,70,-19,0,0,0,0,10191,0
210,20130322,5,80,50,40,80,-21,0,0,0,0,10189,1
210,20130322,6,80,50,60,90,-21,0,1,0,0,10188,4
210,20130322,7,80,60,60,90,-14,8,26,0,0,10188,0
210,20130322,8,90,60,60,110,-4,10,76,0,0,10185,0
210,20130322,9,90,70,70,120,5,8,117,0,0,10182,5
210,20130322,10,90,80,80,120,16,8,158,0,0,10174,5
210,20130322,11,90,80,80,140,29,3,138,0,0,10170,1
210,20130322,12,90,80,90,130,38,8,208,0,0,10161,1
210,20130322,13,100,90,80,150,38,4,156,0,0,10156,1
210,20130322,14,90,80,90,140,41,9,138,0,0,10150,7
210,20130322,15,100,80,70,140,38,5,102,0,0,10149,7
210,20130322,16,100,80,90,130,31,0,42,0,0,10148,7
210,20130322,17,90,80,90,140,23,0,22,0,0,10147,7
210,20130322,18,80,90,80,140,14,0,5,0,0,10148,7
210,20130322,19,90,90,90,140,12,0,0,0,0,10149,7
210,20130322,20,90,80,80,140,10,0,0,0,0,10149,7
210,20130322,21,80,90,90,150,8,0,0,0,0,10147,7
210,20130322,22,90,90,90,160,4,0,0,0,0,10148,3
210,20130322,23,80,90,80,150,2,0,0,0,0,10148,5
210,20130322,24,80,90,90,150,2,0,0,0,0,10150,7
210,20130323,1,90,90,80,150,1,0,0,0,0,10153,7
210,20130323,2,90,90,90,150,1,0,0,0,0,10146,6
210,20130323,3,90,90,90,150,1,0,0,0,0,10142,7
210,20130323,4,90,90,100,160,-1,0,0,0,0,10140,4
210,20130323,5,90,100,90,160,-3,0,0,0,0,10142,8
210,20130323,6,90,90,90,160,-4,0,0,0,0,10145,7
210,20130323,7,90,100,100,160,-5,0,10,0,0,10147,7
210,20130323,8,90,100,110,150,-6,0,38,0,0,10147,7
210,20130323,9,90,100,90,180,0,2,83,0,0,10147,7
210,20130323,10,90,100,90,160,-1,0,98,0,0,10150,7
210,20130323,11,90,100,90,160,8,8,180,0,0,10151,7
210,20130323,12,90,100,100,160,15,7,183,0,0,10149,7
210,20130323,13,90,100,90,150,16,0,83,0,0,10149,7
210,20130323,14,80,90,90,140,19,1,107,0,0,10147,7
210,20130323,15,90,90,90,140,18,0,67,0,0,10143,7
210,20130323,16,90,90,80,140,16,0,48,0,0,10142,6
210,20130323,17,80,90,90,160,11,3,35,0,0,10145,8
210,20130323,18,90,90,90,160,5,0,4,0,0,10152,8
210,20130323,19,90,90,90,150,2,0,0,0,0,10156,8
210,20130323,20,80,90,80,160,-3,0,0,0,0,10158,8
210,20130323,21,80,90,90,160,-8,0,0,0,0,10160,8
210,20130323,22,80,90,90,150,-13,0,0,0,0,10163,8
210,20130323,23,80,90,90,150,-18,0,0,0,0,10164,8
210,20130323,24,90,90,100,150,-21,0,0,0,0,10161,8
210,20130324,1,80,90,100,160,-24,0,0,0,0,10158,8
210,20130324,2,80,80,80,150,-26,0,0,0,0,10157,8
210,20130324,3,80,90,90,160,-28,0,0,0,0,10154,8
210,20130324,4,80,90,90,160,-31,0,0,0,0,10156,8
210,20130324,5,80,90,80,160,-30,0,0,0,0,10159,4
210,20130324,6,80,80,80,140,-32,0,1,0,0,10161,4
210,20130324,7,80,80,80,140,-30,0,17,0,0,10161,6
210,20130324,8,80,90,90,150,-24,0,37,0,0,10162,7
210,20130324,9,80,90,90,170,-19,6,92,0,0,10161,7
210,20130324,10,80,100,100,160,-8,4,133,0,0,10160,7
210,20130324,11,80,100,100,170,2,0,115,0,0,10159,8
210,20130324,12,80,90,100,160,9,0,112,0,0,10156,8
210,20130324,13,80,100,110,170,14,3,138,0,0,10152,7
210,20130324,14,80,100,100,160,18,0,74,0,0,10150,8
210,20130324,15,80,100,100,160,22,0,51,0,0,10147,8
210,20130324,16,80,90,80,160,22,0,31,0,0,10147,8
210,20130324,17,80,90,90,150,21,0,17,0,0,10149,7
210,20130324,18,80,90,90,160,16,0,6,0,0,10154,7
210,20130324,19,80,80,80,140,13,0,0,0,0,10159,8
210,20130324,20,80,90,90,160,8,0,0,0,0,10163,8
210,20130324,21,80,80,70,140,3,0,0,0,0,10167,8
210,20130324,22,80,80,90,140,-1,0,0,0,0,10168,8
210,20130324,23,80,80,80,130,-5,0,0,0,0,10166,8
210,20130324,24,80,70,60,120,-8,0,0,0,0,10168,8
210,20130325,1,80,80,70,120,-11,0,0,0,0,10166,8
210,20130325,2,80,70,70,110,-15,0,0,0,0,10166,8
210,20130325,3,80,70,80,120,-16,0,0,0,0,10164,8
210,20130325,4,70,70,70,120,-19,0,0,0,0,10164,8
210,20130325,5,70,80,70,130,-20,0,0,0,0,10166,8
210,20130325,6,70,70,80,130,-20,0,1,0,0,10170,8
210,20130325,7,80,80,80,150,-19,0,19,0,0,10169,8
210,20130325,8,70,80,100,150,-16,3,61,0,0,10170,4
210,20130325,9,70,90,100,150,-6,10,96,0,0,10169,8
210,20130325,10,70,100,100,150,5,10,153,0,0,10165,8
210,20130325,11,70,90,90,140,18,10,211,0,0,10160,8
210,20130325,12,60,100,110,160,20,8,209,0,0,10154,1
210,20130325,13,70,100,100,160,30,8,185,0,0,10151,7
210,20130325,14,70,100,100,160,30,10,181,0,0,10145,2
210,20130325,15,70,100,100,160,37,10,195,0,0,10142,4
210,20130325,16,70,90,90,150,35,10,155,0,0,10140,7
210,20130325,17,70,90,90,150,28,10,76,0,0,10142,7
210,20130325,18,80,80,70,150,23,5,15,0,0,10146,8
210,20130325,19,80,70,70,120,18,0,0,0,0,10149,8
210,20130325,20,80,70,80,130,11,0,0,0,0,10152,8
210,20130325,21,70,70,60,120,4,0,0,0,0,10153,5
210,20130325,22,80,60,60,110,1,0,0,0,0,10155,8
210,20130325,23,80,70,70,110,-3,0,0,0,0,10154,7
210,20130325,24,70,70,70,100,-8,0,0,0,0,10153,0
210,20130326,1,70,60,60,110,-12,0,0,0,0,10152,4
210,20130326,2,70,60,60,100,-15,0,0,0,0,10150,3
210,20130326,3,70,60,70,100,-19,0,0,0,0,10150,1
210,20130326,4,70,70,70,110,-21,0,0,0,0,10151,8
210,20130326,5,70,70,60,100,-23,0,0,0,0,10153,8
210,20130326,6,70,70,70,110,-27,0,2,0,0,10155,6
210,20130326,7,70,70,70,110,-24,5,28,0,0,10155,7
210,20130326,8,70,70,70,110,-20,0,46,0,0,10154,4
210,20130326,9,80,70,80,130,-3,6,116,0,0,10153,0
210,20130326,10,70,90,90,150,12,9,180,0,0,10148,0
210,20130326,11,80,90,90,140,23,10,231,0,0,10145,0
210,20130326,12,80,90,90,140,30,10,247,0,0,10143,0
210,20130326,13,80,80,80,150,42,10,244,0,0,10138,0
210,20130326,14,90,80,80,130,43,10,223,0,0,10134,0
210,20130326,15,70,80,70,120,48,10,184,0,0,10132,0
210,20130326,16,70,80,80,130,46,10,132,0,0,10128,0
210,20130326,17,80,70,70,120,39,10,73,0,0,10128,0
210,20130326,18,80,60,50,120,30,5,19,0,0,10133,0
210,20130326,19,80,50,40,80,21,0,0,0,0,10138,0
210,20130326,20,80,50,50,80,14,0,0,0,0,10141,0
210,20130326,21,70,50,40,80,8,0,0,0,0,10143,0
210,20130326,22,80,40,40,70,1,0,0,0,0,10142,0
210,20130326,23,70,40,40,60,-4,0,0,0,0,10141,0
210,20130326,24,70,50,50,70,-12,0,0,0,0,10139,0
210,20130327,1,70,50,50,80,-15,0,0,0,0,10137,0
210,20130327,2,70,40,40,70,-19,0,0,0,0,10134,0
210,20130327,3,70,50,50,80,-22,0,0,0,0,10131,0
210,20130327,4,70,40,50,70,-27,0,0,0,0,10129,0
210,20130327,5,70,40,40,70,-30,0,0,0,0,10130,0
210,20130327,6,70,40,40,70,-30,0,3,0,0,10131,0
210,20130327,7,70,40,40,70,-20,10,38,0,0,10133,0
210,20130327,8,80,60,60,90,-9,10,97,0,0,10132,0
210,20130327,9,90,60,60,90,4,10,155,0,0,10132,0
210,20130327,10,80,60,70,100,11,10,202,0,0,10129,0
210,20130327,11,90,60,60,100,22,10,232,0,0,10125,0
210,20130327,12,70,60,60,100,31,10,246,0,0,10119,0
210,20130327,13,70,70,70,100,41,10,241,0,0,10113,0
210,20130327,14,60,60,70,110,49,10,219,0,0,10109,0
210,20130327,15,90,60,60,110,54,10,179,0,0,10105,0
210,20130327,16,80,60,50,110,56,10,129,0,0,10106,0
210,20130327,17,70,60,60,90,51,10,70,0,0,10104,0
210,20130327,18,70,50,40,80,39,5,17,0,0,10110,0
210,20130327,19,70,40,40,60,29,0,0,0,0,10114,0
210,20130327,20,80,30,30,60,20,0,0,0,0,10118,0
210,20130327,21,70,30,30,40,8,0,0,0,0,10119,0
210,20130327,22,70,30,40,50,10,0,0,0,0,10119,0
210,20130327,23,70,40,40,70,6,0,0,0,0,10118,0
210,20130327,24,70,40,40,60,-1,0,0,0,0,10117,0
210,20130328,1,60,40,50,70,-4,0,0,0,0,10117,0
210,20130328,2,60,50,50,80,-7,0,0,0,0,10114,0
210,20130328,3,60,50,40,80,-11,0,0,0,0,10114,0
210,20130328,4,60,50,50,80,-15,0,0,0,0,10115,0
210,20130328,5,50,40,50,70,-19,0,0,0,0,10115,0
210,20130328,6,50,40,40,60,-17,0,3,0,0,10116,0
210,20130328,7,60,40,40,70,-7,10,38,0,0,10116,0
210,20130328,8,50,50,50,90,9,10,94,0,0,10115,0
210,20130328,9,70,70,80,110,14,10,148,0,0,10109,0
210,20130328,10,70,70,60,110,15,10,178,0,0,10110,1
210,20130328,11,60,60,60,100,28,9,200,0,0,10108,3
210,20130328,12,70,60,50,100,37,9,222,0,0,10105,6
210,20130328,13,60,60,60,100,31,2,141,0,0,10102,7
210,20130328,14,50,60,70,100,27,0,78,0,0,10100,7
210,20130328,15,60,60,60,100,23,0,72,0,0,10101,7
210,20130328,16,40,60,50,80,20,0,48,0,0,10102,7
210,20130328,17,30,60,60,90,11,0,25,0,0,10104,8
210,20130328,18,40,60,50,90,7,0,10,0,0,10109,8
210,20130328,19,30,40,40,70,3,0,0,0,0,10112,7
210,20130328,20,20,40,40,70,-4,0,0,0,-1,10113,6
210,20130328,21,10,40,40,60,-5,0,0,0,-1,10113,8
210,20130328,22,10,30,30,50,-10,0,0,0,0,10113,7
210,20130328,23,10,30,30,50,-18,0,0,0,0,10111,3
210,20130328,24,10,30,30,40,-20,0,0,0,0,10109,2
210,20130329,1,20,20,20,40,-30,0,0,0,0,10106,0
210,20130329,2,10,20,20,30,-28,0,0,0,0,10104,6
210,20130329,3,50,20,10,30,-32,0,0,0,0,10103,0
210,20130329,4,340,10,10,20,-40,0,0,0,0,10103,0
210,20130329,5,360,10,20,20,-52,0,0,0,0,10104,1
210,20130329,6,40,20,20,30,-34,0,3,0,0,10105,1
210,20130329,7,10,10,10,20,-19,7,33,0,-1,10106,1
210,20130329,8,30,10,20,30,-4,10,81,0,0,10104,0
210,20130329,9,40,20,20,40,10,10,142,0,0,10105,2
210,20130329,10,20,20,20,50,17,5,137,0,0,10102,8
210,20130329,11,340,30,30,50,14,0,49,0,0,10100,8
210,20130329,12,350,30,30,60,20,0,93,0,-1,10098,8
210,20130329,13,350,30,40,70,18,5,156,0,-1,10095,7
210,20130329,14,350,30,20,50,23,0,79,0,-1,10093,8
210,20130329,15,990,30,10,70,3,0,19,9,6,10093,8
210,20130329,16,360,20,20,50,12,0,25,0,-1,10091,6
210,20130329,17,20,40,40,80,10,5,42,0,-1,10091,7
210,20130329,18,10,30,30,70,7,0,8,0,-1,10092,7
210,20130329,19,10,30,20,40,4,0,0,0,-1,10092,7
210,20130329,20,30,20,20,30,-9,0,0,0,0,10094,1
210,20130329,21,30,30,20,40,-14,0,0,0,0,10094,0
210,20130329,22,50,20,20,30,-18,0,0,0,0,10092,1
210,20130329,23,20,10,20,20,-24,0,0,0,0,10091,0
210,20130329,24,40,10,10,20,-27,0,0,0,0,10091,0
210,20130330,1,40,20,20,20,-28,0,0,0,0,10088,4
210,20130330,2,20,10,20,20,-27,0,0,0,0,10087,4
210,20130330,3,40,20,10,30,-27,0,0,0,0,10087,5
210,20130330,4,30,10,20,30,-20,0,0,0,0,10087,8
210,20130330,5,30,20,20,20,-15,0,0,0,-1,10090,8
210,20130330,6,40,10,10,30,-13,0,2,0,-1,10092,8
210,20130330,7,60,20,30,40,-3,0,17,0,0,10094,8
210,20130330,8,30,30,40,50,5,0,51,0,0,10095,8
210,20130330,9,30,40,50,70,17,4,98,0,0,10096,3
210,20130330,10,60,40,50,70,30,8,174,0,0,10096,7
210,20130330,11,20,50,60,70,25,6,145,0,0,10098,8
210,20130330,12,30,40,30,80,35,2,105,0,-1,10100,7
210,20130330,13,10,50,60,90,34,2,90,0,-1,10099,8
210,20130330,14,350,60,70,90,32,4,99,0,-1,10101,8
210,20130330,15,360,60,70,120,26,0,53,0,0,10105,8
210,20130330,16,10,70,70,100,27,3,62,0,-1,10105,7
210,20130330,17,10,70,70,100,24,8,69,0,-1,10108,1
210,20130330,18,20,70,70,110,9,5,20,0,-1,10115,7
210,20130330,19,20,50,30,100,5,0,0,0,-1,10119,7
210,20130330,20,20,30,40,50,2,0,0,0,-1,10124,0
210,20130330,21,10,40,30,50,-5,0,0,0,0,10129,0
210,20130330,22,20,30,30,50,-2,0,0,0,0,10131,8
210,20130330,23,20,30,30,50,-4,0,0,0,0,10134,8
210,20130330,24,10,30,30,40,-12,0,0,0,0,10135,0
210,20130331,1,20,30,30,40,-16,0,0,0,0,10135,1
210,20130331,2,20,20,20,30,-11,0,0,0,0,10136,8
210,20130331,3,10,20,20,30,-2,0,0,0,0,10135,8
210,20130331,4,20,20,30,40,1,0,0,0,0,10137,8
210,20130331,5,10,20,20,40,1,0,0,0,-1,10138,8
210,20130331,6,30,20,30,40,1,0,2,0,0,10140,8
210,20130331,7,20,20,20,40,6,0,23,0,0,10144,8
210,20130331,8,40,30,40,60,22,7,81,0,0,10145,3
210,20130331,9,50,50,50,80,21,7,115,0,0,10148,7
210,20130331,10,50,50,50,80,34,8,179,0,-1,10148,6
210,20130331,11,60,40,50,70,30,4,142,0,0,10148,4
210,20130331,12,30,40,50,70,39,5,142,0,0,10147,7
210,20130331,13,30,50,60,80,38,0,77,0,0,10144,7
210,20130331,14,350,60,60,80,31,0,82,0,0,10142,7
210,20130331,15,10,60,50,80,32,0,45,0,0,10141,7
210,20130331,16,70,50,40,80,31,2,62,0,-1,10140,8
210,20130331,17,50,30,40,60,31,0,23,0,-1,10139,7
210,20130331,18,40,30,30,60,14,3,10,0,0,10141,4
210,20130331,19,50,20,20,50,4,0,0,0,0,10144,0
210,20130331,20,30,20,30,30,-6,0,0,0,0,10145,1
210,20130331,21,50,30,30,30,3,0,0,0,0,10145,8
210,20130331,22,40,30,20,40,8,0,0,0,0,10144,8
210,20130331,23,60,30,40,50,10,0,0,0,0,10142,8
210,20130331,24,60,30,30,50,-5,0,0,0,0,10141,0
